hpx6,n_stars,avg_parallax
47866,39920,0.22288578738366835
48031,61755,0.35187950165842896
48027,78935,0.31342009989500974
48026,52951,0.3191770470582754
48028,63666,0.34299339016279656
48029,57287,0.36828230134536166
48030,67466,0.33386549916738295
48032,140258,0.26889980650575696
29899,111010,0.332651002943456
29902,95242,0.34766599526241765
29900,83116,0.3630129449244551
29901,75657,0.3731672986178931
29898,123143,0.32720088819114734
29903,9822,0.3862045449403411
29897,18029,0.36651657069539717
41670,114808,0.30299053052027963
41669,343014,0.2939919910127326
41668,63736,0.26122421675221286
37239,138933,0.30474057337570354
37237,117910,0.28941616660466735
37238,251633,0.24941026154412307
12947,18780,0.32651965779051123
12949,115995,0.33964427227787714
12948,121522,0.33744587903396084
12951,102471,0.3343835623609353
12950,144306,0.3216184507714605
12976,36916,0.24625416671546363
12977,287331,0.2622826056432953
12978,187911,0.2625592998230238
42935,45892,0.38661552872081933
42942,46144,0.40096412193109926
42938,43091,0.40906790783991853
42934,48357,0.37656705515035777
42943,45684,0.39868776603209044
42937,48551,0.3985668803316525
42941,47109,0.38944473429059134
42933,24408,0.40043339866046046
42936,49786,0.41021826446212845
42940,50001,0.3853026555600517
42944,13595,0.2727079442323361
42939,44058,0.41248020943134844
41564,121671,0.22113751701773124
41566,25027,0.23134901940155558
41565,362253,0.24155472643316003
29190,340177,0.19661239664437527
29191,302173,0.20068659506815612
28973,305025,0.19868780905925715
28972,264120,0.22982984407022827
29624,18700,0.4183088834212063
29629,52458,0.38025775381932814
29631,47440,0.411458319928408
29628,46735,0.41029546750178936
29625,49377,0.4067235003412023
29626,43955,0.3989215809458937
29632,120120,0.33748599477453023
29627,53579,0.3757629028925478
29630,52347,0.39078522343468614
29633,75018,0.34975562329367654
30656,174443,0.2821793354250138
30657,336233,0.2608529886295091
29207,447223,0.19714015702158744
29206,186725,0.22937377823214353
19343,6280,0.8206728286695953
19379,6336,0.8111566084341503
19418,5514,0.855737076096297
19374,7553,0.7635924564246649
19426,6242,0.8316811803451539
19355,5815,0.8634099444890502
19424,5870,0.9007087356526388
19353,5867,0.87612293350291
19400,5450,0.8653008351091919
19375,7543,0.7779064320153526
19401,5252,0.9030420192036528
19372,7409,0.8143221653903491
19376,6500,0.8176709119970769
19425,5814,0.8697079066545987
19351,5282,0.8459331800546752
19377,6354,0.8210937527997326
19346,5597,0.8762964386258411
19390,7389,0.8018306777013582
19388,6821,0.8251658343551302
19373,7170,0.7790533780044855
19348,5243,0.8944228577093649
19398,5164,0.923765136529134
19378,6764,0.8072385044194984
19412,4999,0.8763265563373887
19387,7296,0.7911623284410345
19342,6371,0.8431233150808721
19362,7568,0.7776227953266076
19408,4960,0.9112584142664876
19357,5646,0.8301044497736203
19396,4953,0.9196338825315222
19347,5578,0.8816874686159797
19413,4904,0.8863616325397876
19359,5852,0.8427560295885561
19423,5426,0.8863027154659127
19369,7605,0.7824601267560762
19371,8116,0.7557120389725889
